date,trich
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
29/07/2022,0
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,1
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
28/07/2022,2
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
26/07/2022,0
