date,trich,feelings,needs
31/07/2022,0,anxious,tenderness
31/07/2022,0,anxious,self care
31/07/2022,0,anxious,health (dentistry etc)
31/07/2022,0,anxious,supplements
31/07/2022,0,anxious,relaxation
31/07/2022,0,anxious,ease
31/07/2022,0,anxious,rejuvenation
31/07/2022,0,anxious,physical nurturance
31/07/2022,0,anxious,rest
31/07/2022,0,anxious,water
31/07/2022,0,anxious,relief
31/07/2022,0,anxious,nutrition
31/07/2022,0,trusting,intimacy
31/07/2022,0,trusting,nurturing
31/07/2022,0,trusting,support
31/07/2022,0,trusting,tenderness
31/07/2022,0,trusting,self care
31/07/2022,0,trusting,health (dentistry etc)
31/07/2022,0,trusting,supplements
31/07/2022,0,trusting,relaxation
31/07/2022,0,trusting,ease
31/07/2022,0,trusting,rejuvenation
31/07/2022,0,trusting,physical nurturance
31/07/2022,0,trusting,rest
31/07/2022,0,trusting,water
31/07/2022,0,trusting,relief
31/07/2022,0,trusting,nutrition
31/07/2022,0,intense,intimacy
31/07/2022,0,intense,nurturing
31/07/2022,0,intense,support
31/07/2022,0,intense,tenderness
31/07/2022,0,intense,self care
31/07/2022,0,intense,health (dentistry etc)
31/07/2022,0,intense,supplements
31/07/2022,0,intense,relaxation
31/07/2022,0,intense,ease
31/07/2022,0,intense,rejuvenation
31/07/2022,0,intense,physical nurturance
31/07/2022,0,intense,rest
31/07/2022,0,intense,water
31/07/2022,0,intense,relief
31/07/2022,0,intense,nutrition
31/07/2022,0,despairing,intimacy
31/07/2022,0,despairing,nurturing
31/07/2022,0,despairing,support
31/07/2022,0,despairing,tenderness
31/07/2022,0,despairing,self care
31/07/2022,0,despairing,health (dentistry etc)
31/07/2022,0,despairing,supplements
31/07/2022,0,despairing,relaxation
31/07/2022,0,despairing,ease
31/07/2022,0,despairing,rejuvenation
31/07/2022,0,despairing,physical nurturance
31/07/2022,0,despairing,rest
31/07/2022,0,despairing,water
31/07/2022,0,despairing,relief
31/07/2022,0,despairing,nutrition
29/07/2022,0,friendly,trust
29/07/2022,0,friendly,self honesty limits bound
29/07/2022,0,friendly,order/ symetry
29/07/2022,0,friendly,water
29/07/2022,0,friendly,clarity
29/07/2022,0,friendly,ease
29/07/2022,0,affectionate,trust
29/07/2022,0,affectionate,self honesty limits bound
29/07/2022,0,affectionate,order/ symetry
29/07/2022,0,affectionate,water
29/07/2022,0,affectionate,clarity
29/07/2022,0,affectionate,ease
29/07/2022,0,wonderful,trust
29/07/2022,0,wonderful,self honesty limits bound
29/07/2022,0,wonderful,order/ symetry
29/07/2022,0,wonderful,water
29/07/2022,0,wonderful,clarity
29/07/2022,0,wonderful,ease
29/07/2022,0,warm,trust
29/07/2022,0,warm,self honesty limits bound
29/07/2022,0,warm,order/ symetry
29/07/2022,0,warm,water
29/07/2022,0,warm,clarity
29/07/2022,0,warm,ease
29/07/2022,0,upbeat,trust
29/07/2022,0,upbeat,self honesty limits bound
29/07/2022,0,upbeat,order/ symetry
29/07/2022,0,upbeat,water
29/07/2022,0,upbeat,clarity
29/07/2022,0,upbeat,ease
29/07/2022,0,appreciative,trust
29/07/2022,0,appreciative,self honesty limits bound
29/07/2022,0,appreciative,order/ symetry
29/07/2022,0,appreciative,water
29/07/2022,0,appreciative,clarity
29/07/2022,0,appreciative,ease
29/07/2022,0,scared,trust
29/07/2022,0,scared,self honesty limits bound
29/07/2022,0,scared,order/ symetry
29/07/2022,0,scared,water
29/07/2022,0,scared,clarity
29/07/2022,0,scared,ease
29/07/2022,0,stimulated,trust
29/07/2022,0,stimulated,self honesty limits bound
29/07/2022,0,stimulated,order/ symetry
29/07/2022,0,stimulated,water
29/07/2022,0,stimulated,clarity
29/07/2022,0,stimulated,ease
29/07/2022,0,confident,trust
29/07/2022,0,confident,self honesty limits bound
29/07/2022,0,confident,order/ symetry
29/07/2022,0,confident,water
29/07/2022,0,confident,clarity
29/07/2022,0,confident,ease
29/07/2022,0,dazzled,trust
29/07/2022,0,dazzled,self honesty limits bound
29/07/2022,0,dazzled,order/ symetry
29/07/2022,0,dazzled,water
29/07/2022,0,dazzled,clarity
29/07/2022,0,dazzled,ease
29/07/2022,0,cheerful,trust
29/07/2022,0,cheerful,self honesty limits bound
29/07/2022,0,cheerful,order/ symetry
29/07/2022,0,cheerful,water
29/07/2022,0,cheerful,clarity
29/07/2022,0,cheerful,ease
29/07/2022,0,delighted,trust
29/07/2022,0,delighted,self honesty limits bound
29/07/2022,0,delighted,order/ symetry
29/07/2022,0,delighted,water
29/07/2022,0,delighted,clarity
29/07/2022,0,delighted,ease
29/07/2022,0,thrilled,trust
29/07/2022,0,thrilled,self honesty limits bound
29/07/2022,0,thrilled,order/ symetry
29/07/2022,0,thrilled,water
29/07/2022,0,thrilled,clarity
29/07/2022,0,thrilled,ease
29/07/2022,0,eager,trust
29/07/2022,0,eager,self honesty limits bound
29/07/2022,0,eager,order/ symetry
29/07/2022,0,eager,water
29/07/2022,0,eager,clarity
29/07/2022,0,eager,ease
29/07/2022,0,amused,trust
29/07/2022,0,amused,self honesty limits bound
29/07/2022,0,amused,order/ symetry
29/07/2022,0,amused,water
29/07/2022,0,amused,clarity
29/07/2022,0,amused,ease
29/07/2022,0,adventurous,trust
29/07/2022,0,adventurous,self honesty limits bound
29/07/2022,0,adventurous,order/ symetry
29/07/2022,0,adventurous,water
29/07/2022,0,adventurous,clarity
29/07/2022,0,adventurous,ease
29/07/2022,0,thankful,trust
29/07/2022,0,thankful,self honesty limits bound
29/07/2022,0,thankful,order/ symetry
29/07/2022,0,thankful,water
29/07/2022,0,thankful,clarity
29/07/2022,0,thankful,ease
29/07/2022,0,buoyant,trust
29/07/2022,0,buoyant,self honesty limits bound
29/07/2022,0,buoyant,order/ symetry
29/07/2022,0,buoyant,water
29/07/2022,0,buoyant,clarity
29/07/2022,0,buoyant,ease
29/07/2022,0,zestful,trust
29/07/2022,0,zestful,self honesty limits bound
29/07/2022,0,zestful,order/ symetry
29/07/2022,0,zestful,water
29/07/2022,0,zestful,clarity
29/07/2022,0,zestful,ease
29/07/2022,0,enlivened,trust
29/07/2022,0,enlivened,self honesty limits bound
29/07/2022,0,enlivened,order/ symetry
29/07/2022,0,enlivened,water
29/07/2022,0,enlivened,clarity
29/07/2022,0,enlivened,ease
28/07/2022,1,discouraged,balance
28/07/2022,1,discouraged,nurturing
28/07/2022,1,discouraged,support
28/07/2022,1,discouraged,self acceptance
28/07/2022,1,discouraged,self care
28/07/2022,1,discouraged,sunshine
28/07/2022,1,discouraged,hot
28/07/2022,1,discouraged,stability
28/07/2022,1,discouraged,cold
28/07/2022,1,discouraged,health (dentistry etc)
28/07/2022,1,discouraged,supplements
28/07/2022,1,discouraged,hygiene and cleanliness
28/07/2022,1,discouraged,relaxation
28/07/2022,1,discouraged,internal peace -emo relief
28/07/2022,1,discouraged,rejuvenation
28/07/2022,1,discouraged,sleep
28/07/2022,1,discouraged,exercise
28/07/2022,1,discouraged,contribution of life
28/07/2022,1,discouraged,mourning of life unfulfilled
28/07/2022,1,discouraged,physical nurturance
28/07/2022,1,discouraged,order/ symetry
28/07/2022,1,discouraged,rest
28/07/2022,1,discouraged,relief
28/07/2022,1,discouraged,nutrition
28/07/2022,1,sleepy,balance
28/07/2022,1,sleepy,nurturing
28/07/2022,1,sleepy,support
28/07/2022,1,sleepy,self acceptance
28/07/2022,1,sleepy,self care
28/07/2022,1,sleepy,sunshine
28/07/2022,1,sleepy,hot
28/07/2022,1,sleepy,stability
28/07/2022,1,sleepy,cold
28/07/2022,1,sleepy,health (dentistry etc)
28/07/2022,1,sleepy,supplements
28/07/2022,1,sleepy,hygiene and cleanliness
28/07/2022,1,sleepy,relaxation
28/07/2022,1,sleepy,internal peace -emo relief
28/07/2022,1,sleepy,rejuvenation
28/07/2022,1,sleepy,sleep
28/07/2022,1,sleepy,exercise
28/07/2022,1,sleepy,contribution of life
28/07/2022,1,sleepy,mourning of life unfulfilled
28/07/2022,1,sleepy,physical nurturance
28/07/2022,1,sleepy,order/ symetry
28/07/2022,1,sleepy,rest
28/07/2022,1,sleepy,relief
28/07/2022,1,sleepy,nutrition
28/07/2022,1,dejected,balance
28/07/2022,1,dejected,nurturing
28/07/2022,1,dejected,support
28/07/2022,1,dejected,self acceptance
28/07/2022,1,dejected,self care
28/07/2022,1,dejected,sunshine
28/07/2022,1,dejected,hot
28/07/2022,1,dejected,stability
28/07/2022,1,dejected,cold
28/07/2022,1,dejected,health (dentistry etc)
28/07/2022,1,dejected,supplements
28/07/2022,1,dejected,hygiene and cleanliness
28/07/2022,1,dejected,relaxation
28/07/2022,1,dejected,internal peace -emo relief
28/07/2022,1,dejected,rejuvenation
28/07/2022,1,dejected,sleep
28/07/2022,1,dejected,exercise
28/07/2022,1,dejected,contribution of life
28/07/2022,1,dejected,mourning of life unfulfilled
28/07/2022,1,dejected,physical nurturance
28/07/2022,1,dejected,order/ symetry
28/07/2022,1,dejected,rest
28/07/2022,1,dejected,relief
28/07/2022,1,dejected,nutrition
28/07/2022,1,Depressed,balance
28/07/2022,1,Depressed,nurturing
28/07/2022,1,Depressed,support
28/07/2022,1,Depressed,self acceptance
28/07/2022,1,Depressed,self care
28/07/2022,1,Depressed,sunshine
28/07/2022,1,Depressed,hot
28/07/2022,1,Depressed,stability
28/07/2022,1,Depressed,cold
28/07/2022,1,Depressed,health (dentistry etc)
28/07/2022,1,Depressed,supplements
28/07/2022,1,Depressed,hygiene and cleanliness
28/07/2022,1,Depressed,relaxation
28/07/2022,1,Depressed,internal peace -emo relief
28/07/2022,1,Depressed,rejuvenation
28/07/2022,1,Depressed,sleep
28/07/2022,1,Depressed,exercise
28/07/2022,1,Depressed,contribution of life
28/07/2022,1,Depressed,mourning of life unfulfilled
28/07/2022,1,Depressed,physical nurturance
28/07/2022,1,Depressed,order/ symetry
28/07/2022,1,Depressed,rest
28/07/2022,1,Depressed,relief
28/07/2022,1,Depressed,nutrition
28/07/2022,1,Exhausted,balance
28/07/2022,1,Exhausted,nurturing
28/07/2022,1,Exhausted,support
28/07/2022,1,Exhausted,self acceptance
28/07/2022,1,Exhausted,self care
28/07/2022,1,Exhausted,sunshine
28/07/2022,1,Exhausted,hot
28/07/2022,1,Exhausted,stability
28/07/2022,1,Exhausted,cold
28/07/2022,1,Exhausted,health (dentistry etc)
28/07/2022,1,Exhausted,supplements
28/07/2022,1,Exhausted,hygiene and cleanliness
28/07/2022,1,Exhausted,relaxation
28/07/2022,1,Exhausted,internal peace -emo relief
28/07/2022,1,Exhausted,rejuvenation
28/07/2022,1,Exhausted,sleep
28/07/2022,1,Exhausted,exercise
28/07/2022,1,Exhausted,contribution of life
28/07/2022,1,Exhausted,mourning of life unfulfilled
28/07/2022,1,Exhausted,physical nurturance
28/07/2022,1,Exhausted,order/ symetry
28/07/2022,1,Exhausted,rest
28/07/2022,1,Exhausted,relief
28/07/2022,1,Exhausted,nutrition
28/07/2022,1,dismayed,balance
28/07/2022,1,dismayed,nurturing
28/07/2022,1,dismayed,support
28/07/2022,1,dismayed,self acceptance
28/07/2022,1,dismayed,self care
28/07/2022,1,dismayed,sunshine
28/07/2022,1,dismayed,hot
28/07/2022,1,dismayed,stability
28/07/2022,1,dismayed,cold
28/07/2022,1,dismayed,health (dentistry etc)
28/07/2022,1,dismayed,supplements
28/07/2022,1,dismayed,hygiene and cleanliness
28/07/2022,1,dismayed,relaxation
28/07/2022,1,dismayed,internal peace -emo relief
28/07/2022,1,dismayed,rejuvenation
28/07/2022,1,dismayed,sleep
28/07/2022,1,dismayed,exercise
28/07/2022,1,dismayed,contribution of life
28/07/2022,1,dismayed,mourning of life unfulfilled
28/07/2022,1,dismayed,physical nurturance
28/07/2022,1,dismayed,order/ symetry
28/07/2022,1,dismayed,rest
28/07/2022,1,dismayed,relief
28/07/2022,1,dismayed,nutrition
28/07/2022,1,surprised,balance
28/07/2022,1,surprised,nurturing
28/07/2022,1,surprised,support
28/07/2022,1,surprised,self acceptance
28/07/2022,1,surprised,self care
28/07/2022,1,surprised,sunshine
28/07/2022,1,surprised,hot
28/07/2022,1,surprised,stability
28/07/2022,1,surprised,cold
28/07/2022,1,surprised,health (dentistry etc)
28/07/2022,1,surprised,supplements
28/07/2022,1,surprised,hygiene and cleanliness
28/07/2022,1,surprised,relaxation
28/07/2022,1,surprised,internal peace -emo relief
28/07/2022,1,surprised,rejuvenation
28/07/2022,1,surprised,sleep
28/07/2022,1,surprised,exercise
28/07/2022,1,surprised,contribution of life
28/07/2022,1,surprised,mourning of life unfulfilled
28/07/2022,1,surprised,physical nurturance
28/07/2022,1,surprised,order/ symetry
28/07/2022,1,surprised,rest
28/07/2022,1,surprised,relief
28/07/2022,1,surprised,nutrition
28/07/2022,1,fatigued,balance
28/07/2022,1,fatigued,nurturing
28/07/2022,1,fatigued,support
28/07/2022,1,fatigued,self acceptance
28/07/2022,1,fatigued,self care
28/07/2022,1,fatigued,sunshine
28/07/2022,1,fatigued,hot
28/07/2022,1,fatigued,stability
28/07/2022,1,fatigued,cold
28/07/2022,1,fatigued,health (dentistry etc)
28/07/2022,1,fatigued,supplements
28/07/2022,1,fatigued,hygiene and cleanliness
28/07/2022,1,fatigued,relaxation
28/07/2022,1,fatigued,internal peace -emo relief
28/07/2022,1,fatigued,rejuvenation
28/07/2022,1,fatigued,sleep
28/07/2022,1,fatigued,exercise
28/07/2022,1,fatigued,contribution of life
28/07/2022,1,fatigued,mourning of life unfulfilled
28/07/2022,1,fatigued,physical nurturance
28/07/2022,1,fatigued,order/ symetry
28/07/2022,1,fatigued,rest
28/07/2022,1,fatigued,relief
28/07/2022,1,fatigued,nutrition
28/07/2022,1,sensitive,balance
28/07/2022,1,sensitive,nurturing
28/07/2022,1,sensitive,support
28/07/2022,1,sensitive,self acceptance
28/07/2022,1,sensitive,self care
28/07/2022,1,sensitive,sunshine
28/07/2022,1,sensitive,hot
28/07/2022,1,sensitive,stability
28/07/2022,1,sensitive,cold
28/07/2022,1,sensitive,health (dentistry etc)
28/07/2022,1,sensitive,supplements
28/07/2022,1,sensitive,hygiene and cleanliness
28/07/2022,1,sensitive,relaxation
28/07/2022,1,sensitive,internal peace -emo relief
28/07/2022,1,sensitive,rejuvenation
28/07/2022,1,sensitive,sleep
28/07/2022,1,sensitive,exercise
28/07/2022,1,sensitive,contribution of life
28/07/2022,1,sensitive,mourning of life unfulfilled
28/07/2022,1,sensitive,physical nurturance
28/07/2022,1,sensitive,order/ symetry
28/07/2022,1,sensitive,rest
28/07/2022,1,sensitive,relief
28/07/2022,1,sensitive,nutrition
28/07/2022,1,blah,balance
28/07/2022,1,blah,nurturing
28/07/2022,1,blah,support
28/07/2022,1,blah,self acceptance
28/07/2022,1,blah,self care
28/07/2022,1,blah,sunshine
28/07/2022,1,blah,hot
28/07/2022,1,blah,stability
28/07/2022,1,blah,cold
28/07/2022,1,blah,health (dentistry etc)
28/07/2022,1,blah,supplements
28/07/2022,1,blah,hygiene and cleanliness
28/07/2022,1,blah,relaxation
28/07/2022,1,blah,internal peace -emo relief
28/07/2022,1,blah,rejuvenation
28/07/2022,1,blah,sleep
28/07/2022,1,blah,exercise
28/07/2022,1,blah,contribution of life
28/07/2022,1,blah,mourning of life unfulfilled
28/07/2022,1,blah,physical nurturance
28/07/2022,1,blah,order/ symetry
28/07/2022,1,blah,rest
28/07/2022,1,blah,relief
28/07/2022,1,blah,nutrition
28/07/2022,1,concerned -,balance
28/07/2022,1,concerned -,nurturing
28/07/2022,1,concerned -,support
28/07/2022,1,concerned -,self acceptance
28/07/2022,1,concerned -,self care
28/07/2022,1,concerned -,sunshine
28/07/2022,1,concerned -,hot
28/07/2022,1,concerned -,stability
28/07/2022,1,concerned -,cold
28/07/2022,1,concerned -,health (dentistry etc)
28/07/2022,1,concerned -,supplements
28/07/2022,1,concerned -,hygiene and cleanliness
28/07/2022,1,concerned -,relaxation
28/07/2022,1,concerned -,internal peace -emo relief
28/07/2022,1,concerned -,rejuvenation
28/07/2022,1,concerned -,sleep
28/07/2022,1,concerned -,exercise
28/07/2022,1,concerned -,contribution of life
28/07/2022,1,concerned -,mourning of life unfulfilled
28/07/2022,1,concerned -,physical nurturance
28/07/2022,1,concerned -,order/ symetry
28/07/2022,1,concerned -,rest
28/07/2022,1,concerned -,relief
28/07/2022,1,concerned -,nutrition
28/07/2022,1,farigued,balance
28/07/2022,1,farigued,nurturing
28/07/2022,1,farigued,support
28/07/2022,1,farigued,self acceptance
28/07/2022,1,farigued,self care
28/07/2022,1,farigued,sunshine
28/07/2022,1,farigued,hot
28/07/2022,1,farigued,stability
28/07/2022,1,farigued,cold
28/07/2022,1,farigued,health (dentistry etc)
28/07/2022,1,farigued,supplements
28/07/2022,1,farigued,hygiene and cleanliness
28/07/2022,1,farigued,relaxation
28/07/2022,1,farigued,internal peace -emo relief
28/07/2022,1,farigued,rejuvenation
28/07/2022,1,farigued,sleep
28/07/2022,1,farigued,exercise
28/07/2022,1,farigued,contribution of life
28/07/2022,1,farigued,mourning of life unfulfilled
28/07/2022,1,farigued,physical nurturance
28/07/2022,1,farigued,order/ symetry
28/07/2022,1,farigued,rest
28/07/2022,1,farigued,relief
28/07/2022,1,farigued,nutrition
28/07/2022,1,forlorn,balance
28/07/2022,1,forlorn,nurturing
28/07/2022,1,forlorn,support
28/07/2022,1,forlorn,self acceptance
28/07/2022,1,forlorn,self care
28/07/2022,1,forlorn,sunshine
28/07/2022,1,forlorn,hot
28/07/2022,1,forlorn,stability
28/07/2022,1,forlorn,cold
28/07/2022,1,forlorn,health (dentistry etc)
28/07/2022,1,forlorn,supplements
28/07/2022,1,forlorn,hygiene and cleanliness
28/07/2022,1,forlorn,relaxation
28/07/2022,1,forlorn,internal peace -emo relief
28/07/2022,1,forlorn,rejuvenation
28/07/2022,1,forlorn,sleep
28/07/2022,1,forlorn,exercise
28/07/2022,1,forlorn,contribution of life
28/07/2022,1,forlorn,mourning of life unfulfilled
28/07/2022,1,forlorn,physical nurturance
28/07/2022,1,forlorn,order/ symetry
28/07/2022,1,forlorn,rest
28/07/2022,1,forlorn,relief
28/07/2022,1,forlorn,nutrition
28/07/2022,1,detached,balance
28/07/2022,1,detached,nurturing
28/07/2022,1,detached,support
28/07/2022,1,detached,self acceptance
28/07/2022,1,detached,self care
28/07/2022,1,detached,sunshine
28/07/2022,1,detached,hot
